,movieId,avg(rating),count,title,genres
103,2571,4.183397683397684,259,"Matrix, The (1999)",Action|Sci-Fi|Thriller
104,4235,4.183333333333334,30,Amores Perros (Love's a Bitch) (2000),Drama|Thriller
105,4993,4.1825,200,"Lord of the Rings: The Fellowship of the Ring, The (2001)",Adventure|Fantasy
106,1227,4.181818181818182,22,Once Upon a Time in America (1984),Crime|Drama
107,1224,4.181818181818182,22,Henry V (1989),Action|Drama|Romance|War
108,1207,4.18125,80,To Kill a Mockingbird (1962),Drama
109,65261,4.178571428571429,14,Ponyo (Gake no ue no Ponyo) (2008),Adventure|Animation|Children|Fantasy
110,3007,4.178571428571429,14,American Movie (1999),Documentary
111,2973,4.178571428571429,28,Crimes and Misdemeanors (1989),Comedy|Crime|Drama
112,2959,4.178217821782178,202,Fight Club (1999),Action|Crime|Drama|Thriller
113,928,4.173913043478261,23,Rebecca (1940),Drama|Mystery|Romance|Thriller
114,1304,4.173333333333333,75,Butch Cassidy and the Sundance Kid (1969),Action|Western
115,306,4.171875,32,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama
116,2648,4.166666666666667,15,Frankenstein (1931),Drama|Horror|Sci-Fi
117,92259,4.166666666666667,27,Intouchables (2011),Comedy|Drama
118,1175,4.166666666666667,30,Delicatessen (1991),Comedy|Drama|Romance
119,5812,4.166666666666667,15,Far from Heaven (2002),Drama|Romance
120,3037,4.166666666666667,18,Little Big Man (1970),Western
121,1233,4.166666666666667,51,"Boot, Das (Boat, The) (1981)",Action|Drama|War
122,1089,4.162878787878788,132,Reservoir Dogs (1992),Crime|Mystery|Thriller
123,1411,4.16,25,Hamlet (1996),Crime|Drama|Romance
124,308,4.159090909090909,22,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama
125,1280,4.157894736842105,19,Raise the Red Lantern (Da hong deng long gao gao gua) (1991),Drama
126,3435,4.15625,32,Double Indemnity (1944),Crime|Drama|Film-Noir
127,1225,4.155,100,Amadeus (1984),Drama
128,1361,4.153846153846154,13,Paradise Lost: The Child Murders at Robin Hood Hills (1996),Documentary
129,56782,4.153846153846154,26,There Will Be Blood (2007),Drama|Western
130,953,4.152777777777778,72,It's a Wonderful Life (1946),Children|Drama|Fantasy|Romance
131,76093,4.151515151515151,33,How to Train Your Dragon (2010),Adventure|Animation|Children|Fantasy|IMAX
132,109487,4.151162790697675,43,Interstellar (2014),Sci-Fi|IMAX
133,741,4.148148148148148,27,Ghost in the Shell (Kôkaku kidôtai) (1995),Animation|Sci-Fi
134,1238,4.147058823529412,17,Local Hero (1983),Comedy
135,307,4.145161290322581,31,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama
136,778,4.141129032258065,124,Trainspotting (1996),Comedy|Crime|Drama
137,1704,4.140127388535032,157,Good Will Hunting (1997),Drama|Romance
138,373,4.138888888888889,18,Red Rock West (1992),Thriller
139,1250,4.138461538461539,65,"Bridge on the River Kwai, The (1957)",Adventure|Drama|War
140,1208,4.138392857142857,112,Apocalypse Now (1979),Action|Drama|War
141,593,4.1381578947368425,304,"Silence of the Lambs, The (1991)",Crime|Horror|Thriller
142,162,4.136363636363637,33,Crumb (1994),Documentary
143,81932,4.136363636363637,11,"Fighter, The (2010)",Drama
144,68157,4.135593220338983,59,Inglourious Basterds (2009),Action|Drama|War
145,5618,4.134920634920635,63,Spirited Away (Sen to Chihiro no kamikakushi) (2001),Adventure|Animation|Fantasy
146,69481,4.134615384615385,26,"Hurt Locker, The (2008)",Action|Drama|Thriller|War
147,2359,4.133333333333334,30,Waking Ned Devine (a.k.a. Waking Ned) (1998),Comedy
148,1256,4.132352941176471,34,Duck Soup (1933),Comedy|Musical|War
149,3000,4.131578947368421,38,Princess Mononoke (Mononoke-hime) (1997),Action|Adventure|Animation|Drama|Fantasy
150,3359,4.131578947368421,19,Breaking Away (1979),Comedy|Drama
151,5995,4.131147540983607,61,"Pianist, The (2002)",Drama|War
152,2542,4.128378378378378,74,"Lock, Stock & Two Smoking Barrels (1998)",Comedy|Crime|Thriller
153,7153,4.127840909090909,176,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Drama|Fantasy
154,1845,4.125,12,Zero Effect (1998),Comedy|Mystery|Thriller
155,549,4.125,12,Thirty-Two Short Films About Glenn Gould (1993),Drama|Musical
156,68237,4.125,28,Moon (2009),Drama|Mystery|Sci-Fi|Thriller
157,48780,4.125,52,"Prestige, The (2006)",Drama|Mystery|Sci-Fi|Thriller
158,6787,4.125,20,All the President's Men (1976),Drama|Thriller
159,2130,4.125,12,Atlantic City (1980),Crime|Drama|Romance
160,1247,4.123595505617978,89,"Graduate, The (1967)",Comedy|Drama|Romance
161,7361,4.122641509433962,106,Eternal Sunshine of the Spotless Mind (2004),Drama|Romance|Sci-Fi
162,1267,4.122448979591836,49,"Manchurian Candidate, The (1962)",Crime|Thriller|War
163,106782,4.120689655172414,29,"Wolf of Wall Street, The (2013)",Comedy|Crime|Drama
164,1617,4.12,125,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller
165,1283,4.119047619047619,21,High Noon (1952),Drama|Western
166,930,4.119047619047619,21,Notorious (1946),Film-Noir|Romance|Thriller
167,2232,4.119047619047619,21,Cube (1997),Horror|Mystery|Sci-Fi|Thriller
168,110102,4.117647058823529,17,Captain America: The Winter Soldier (2014),Action|Adventure|Sci-Fi|IMAX
169,73,4.115384615384615,13,"Misérables, Les (1995)",Drama|War
170,3814,4.115384615384615,13,Love and Death (1975),Comedy
171,3724,4.115384615384615,13,Coming Home (1978),Drama|War
172,280,4.113636363636363,22,Murder in the First (1995),Drama|Thriller
173,968,4.111111111111111,27,Night of the Living Dead (1968),Horror|Sci-Fi|Thriller
174,911,4.111111111111111,27,Charade (1963),Comedy|Crime|Mystery|Romance|Thriller
175,116797,4.109375,32,The Imitation Game (2014),Drama|Thriller|War
176,3468,4.108695652173913,23,"Hustler, The (1961)",Drama
177,7099,4.1,20,Nausicaä of the Valley of the Wind (Kaze no tani no Naushika) (1984),Adventure|Animation|Drama|Fantasy|Sci-Fi
178,1272,4.1,40,Patton (1970),Drama|War
179,2971,4.1,20,All That Jazz (1979),Drama|Fantasy|Musical
180,501,4.1,15,Naked (1993),Drama
181,8228,4.1,15,"Maltese Falcon, The (a.k.a. Dangerous Female) (1931)",Mystery
182,2501,4.1,35,October Sky (1999),Drama
183,134130,4.1,25,The Martian (2015),Adventure|Drama|Sci-Fi
184,4973,4.096,125,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",Comedy|Romance
185,115617,4.095238095238095,21,Big Hero 6 (2014),Action|Animation|Comedy
186,1259,4.09375,112,Stand by Me (1986),Adventure|Drama
187,1230,4.09375,80,Annie Hall (1977),Comedy|Romance
188,1148,4.093333333333334,75,Wallace & Gromit: The Wrong Trousers (1993),Animation|Children|Comedy|Crime
189,3504,4.092105263157895,38,Network (1976),Comedy|Drama
190,2726,4.090909090909091,11,"Killing, The (1956)",Crime|Film-Noir
191,2788,4.090909090909091,22,Monty Python's And Now for Something Completely Different (1971),Comedy
192,4873,4.090909090909091,11,Waking Life (2001),Animation|Drama|Fantasy
193,3062,4.090909090909091,11,"Longest Day, The (1962)",Action|Drama|War
194,52885,4.090909090909091,11,Paprika (Papurika) (2006),Animation|Mystery|Sci-Fi
195,4326,4.090909090909091,11,Mississippi Burning (1988),Crime|Drama|Thriller
196,907,4.090909090909091,11,"Gay Divorcee, The (1934)",Comedy|Musical|Romance
197,1223,4.089743589743589,39,"Grand Day Out with Wallace and Gromit, A (1989)",Adventure|Animation|Children|Comedy|Sci-Fi
198,1292,4.089285714285714,28,Being There (1979),Comedy|Drama
199,1131,4.088235294117647,17,Jean de Florette (1986),Drama|Mystery
200,1023,4.088235294117647,17,Winnie the Pooh and the Blustery Day (1968),Animation|Children|Musical
201,1278,4.087837837837838,74,Young Frankenstein (1974),Comedy|Fantasy
202,3362,4.086206896551724,29,Dog Day Afternoon (1975),Crime|Drama
203,1288,4.085365853658536,82,This Is Spinal Tap (1984),Comedy
204,28,4.083333333333333,18,Persuasion (1995),Drama|Romance
205,1611,4.083333333333333,12,My Own Private Idaho (1991),Drama|Romance
206,229,4.083333333333333,12,Death and the Maiden (1994),Drama|Thriller
207,106920,4.08,25,Her (2013),Drama|Romance|Sci-Fi
208,108932,4.076923076923077,13,The Lego Movie (2014),Action|Adventure|Animation|Children|Comedy|Fantasy
209,3201,4.075,20,Five Easy Pieces (1970),Drama
210,293,4.071969696969697,132,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller
211,800,4.071428571428571,35,Lone Star (1996),Drama|Mystery|Western
212,2208,4.071428571428571,14,"Lady Vanishes, The (1938)",Drama|Mystery|Thriller
213,4103,4.071428571428571,14,Empire of the Sun (1987),Action|Adventure|Drama|War
214,78499,4.071428571428571,42,Toy Story 3 (2010),Adventure|Animation|Children|Comedy|Fantasy|IMAX
215,69844,4.068965517241379,29,Harry Potter and the Half-Blood Prince (2009),Adventure|Fantasy|Mystery|Romance|IMAX
216,6350,4.068181818181818,22,Laputa: Castle in the Sky (Tenkû no shiro Rapyuta) (1986),Action|Adventure|Animation|Children|Fantasy|Sci-Fi
217,5782,4.068181818181818,22,"Professional, The (Le professionnel) (1981)",Action|Drama|Thriller
218,955,4.066666666666666,30,Bringing Up Baby (1938),Comedy|Romance
219,3363,4.065789473684211,38,American Graffiti (1973),Comedy|Drama
220,3095,4.064516129032258,31,"Grapes of Wrath, The (1940)",Drama
221,1952,4.064102564102564,39,Midnight Cowboy (1969),Drama
222,85,4.0625,16,Angels and Insects (1995),Drama|Romance
223,5952,4.0611702127659575,188,"Lord of the Rings: The Two Towers, The (2002)",Adventure|Fantasy
224,1210,4.059907834101383,217,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi
225,356,4.05425219941349,341,Forrest Gump (1994),Comedy|Drama|Romance|War
226,6807,4.054054054054054,37,Monty Python's The Meaning of Life (1983),Comedy
227,1300,4.052631578947368,19,My Life as a Dog (Mitt liv som hund) (1985),Comedy|Drama
228,1077,4.051282051282051,39,Sleeper (1973),Comedy|Sci-Fi
229,79132,4.04954954954955,111,Inception (2010),Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX
230,2804,4.046666666666667,75,"Christmas Story, A (1983)",Children|Comedy
231,50068,4.045454545454546,11,Letters from Iwo Jima (2006),Drama|War
232,6380,4.045454545454546,11,Capturing the Friedmans (2003),Documentary
233,64716,4.045454545454546,11,Seven Pounds (2008),Drama
234,1243,4.045454545454546,22,Rosencrantz and Guildenstern Are Dead (1990),Comedy|Drama
235,4017,4.045454545454546,11,Pollock (2000),Drama
236,3629,4.045454545454546,11,"Gold Rush, The (1925)",Adventure|Comedy|Romance
237,1674,4.044642857142857,56,Witness (1985),Drama|Romance|Thriller
238,2599,4.044303797468355,79,Election (1999),Comedy
239,920,4.044117647058823,68,Gone with the Wind (1939),Drama|Romance|War
240,3089,4.043478260869565,23,Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette) (1948),Drama
241,515,4.043478260869565,46,"Remains of the Day, The (1993)",Drama|Romance
242,1281,4.043478260869565,23,"Great Dictator, The (1940)",Comedy|Drama|War
243,106696,4.041666666666667,12,Frozen (2013),Adventure|Animation|Comedy|Fantasy|Musical|Romance
244,134853,4.041666666666667,24,Inside Out (2015),Adventure|Animation|Children|Comedy|Drama|Fantasy
245,246,4.040983606557377,61,Hoop Dreams (1994),Documentary
246,49530,4.04054054054054,37,Blood Diamond (2006),Action|Adventure|Crime|Drama|Thriller|War
247,3654,4.038461538461538,13,"Guns of Navarone, The (1961)",Action|Adventure|Drama|War
248,1096,4.038461538461538,26,Sophie's Choice (1982),Drama
249,2070,4.038461538461538,13,Tender Mercies (1983),Drama|Romance|Western
250,541,4.037671232876712,146,Blade Runner (1982),Action|Sci-Fi|Thriller
251,3735,4.037037037037037,27,Serpico (1973),Crime|Drama
252,4011,4.036842105263158,95,Snatch (2000),Comedy|Crime|Thriller
253,2076,4.036585365853658,41,Blue Velvet (1986),Drama|Mystery|Thriller
254,599,4.035714285714286,14,"Wild Bunch, The (1969)",Adventure|Western
255,47,4.034825870646766,201,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
256,1222,4.033653846153846,104,Full Metal Jacket (1987),Drama|War
257,48738,4.033333333333333,15,"Last King of Scotland, The (2006)",Drama|Thriller
258,104374,4.033333333333333,15,About Time (2013),Drama|Fantasy|Romance
259,1199,4.032258064516129,62,Brazil (1985),Fantasy|Sci-Fi
260,1960,4.032258064516129,31,"Last Emperor, The (1987)",Drama
261,671,4.03030303030303,33,Mystery Science Theater 3000: The Movie (1996),Comedy|Sci-Fi
262,1258,4.02970297029703,101,"Shining, The (1980)",Horror
263,3068,4.029411764705882,17,"Verdict, The (1982)",Drama|Mystery
264,109374,4.0285714285714285,35,"Grand Budapest Hotel, The (2014)",Comedy|Drama
265,81229,4.027777777777778,18,Red (2010),Action|Comedy
266,4878,4.026881720430108,93,Donnie Darko (2001),Drama|Mystery|Sci-Fi|Thriller
267,59315,4.026666666666666,75,Iron Man (2008),Action|Adventure|Sci-Fi
268,2324,4.025252525252525,99,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama|Romance|War
269,29,4.025,40,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",Adventure|Drama|Fantasy|Mystery|Sci-Fi
270,2303,4.023809523809524,21,Nashville (1975),Drama|Musical
271,2329,4.0233644859813085,107,American History X (1998),Crime|Drama
272,1953,4.021739130434782,46,"French Connection, The (1971)",Action|Crime|Thriller
273,41,4.021739130434782,23,Richard III (1995),Drama|War
274,72226,4.021739130434782,23,Fantastic Mr. Fox (2009),Adventure|Animation|Children|Comedy|Crime
275,85414,4.020833333333333,24,Source Code (2011),Action|Drama|Mystery|Sci-Fi|Thriller
276,916,4.019230769230769,26,Roman Holiday (1953),Comedy|Drama|Romance
277,2762,4.018134715025907,193,"Sixth Sense, The (1999)",Drama|Horror|Mystery
278,1291,4.017006802721088,147,Indiana Jones and the Last Crusade (1989),Action|Adventure
279,1234,4.015873015873016,63,"Sting, The (1973)",Comedy|Crime
280,1270,4.015486725663717,226,Back to the Future (1985),Adventure|Comedy|Sci-Fi
281,44191,4.013698630136986,73,V for Vendetta (2006),Action|Sci-Fi|Thriller|IMAX
282,89745,4.010869565217392,46,"Avengers, The (2012)",Action|Adventure|Sci-Fi|IMAX
283,55820,4.010204081632653,49,No Country for Old Men (2007),Crime|Drama
284,70286,4.009433962264151,53,District 9 (2009),Mystery|Sci-Fi|Thriller
285,2918,4.007518796992481,133,Ferris Bueller's Day Off (1986),Comedy
286,589,4.006329113924051,237,Terminator 2: Judgment Day (1991),Action|Sci-Fi
